area_peril_id,companysize,annualrevenuelower,annualrevenueupper,currency,CountryCode,peril_id
238,4,1000000000,10000000000.0,USD,CG,CBS
239,5,10000000000,100000000000.0,USD,CG,CBS
240,6,100000000000,inf,USD,CG,CBS
241,1,0,10000000.0,USD,CH,CBS
242,2,10000000,100000000.0,USD,CH,CBS
243,3,100000000,1000000000.0,USD,CH,CBS
244,4,1000000000,10000000000.0,USD,CH,CBS
245,5,10000000000,100000000000.0,USD,CH,CBS
246,6,100000000000,inf,USD,CH,CBS
247,1,0,10000000.0,USD,CI,CBS
248,2,10000000,100000000.0,USD,CI,CBS
249,3,100000000,1000000000.0,USD,CI,CBS
250,4,1000000000,10000000000.0,USD,CI,CBS
251,5,10000000000,100000000000.0,USD,CI,CBS
252,6,100000000000,inf,USD,CI,CBS
253,1,0,10000000.0,USD,CK,CBS
254,2,10000000,100000000.0,USD,CK,CBS
255,3,100000000,1000000000.0,USD,CK,CBS
256,4,1000000000,10000000000.0,USD,CK,CBS
257,5,10000000000,100000000000.0,USD,CK,CBS
258,6,100000000000,inf,USD,CK,CBS
259,1,0,10000000.0,USD,CL,CBS
260,2,10000000,100000000.0,USD,CL,CBS
261,3,100000000,1000000000.0,USD,CL,CBS
262,4,1000000000,10000000000.0,USD,CL,CBS
263,5,10000000000,100000000000.0,USD,CL,CBS
264,6,100000000000,inf,USD,CL,CBS
265,1,0,10000000.0,USD,CM,CBS
266,2,10000000,100000000.0,USD,CM,CBS
267,3,100000000,1000000000.0,USD,CM,CBS
268,4,1000000000,10000000000.0,USD,CM,CBS
269,5,10000000000,100000000000.0,USD,CM,CBS
270,6,100000000000,inf,USD,CM,CBS
271,1,0,10000000.0,USD,CN,CBS
272,2,10000000,100000000.0,USD,CN,CBS
273,3,100000000,1000000000.0,USD,CN,CBS
274,4,1000000000,10000000000.0,USD,CN,CBS
275,5,10000000000,100000000000.0,USD,CN,CBS
276,6,100000000000,inf,USD,CN,CBS
277,1,0,10000000.0,USD,CO,CBS
278,2,10000000,100000000.0,USD,CO,CBS
279,3,100000000,1000000000.0,USD,CO,CBS
280,4,1000000000,10000000000.0,USD,CO,CBS
281,5,10000000000,100000000000.0,USD,CO,CBS
282,6,100000000000,inf,USD,CO,CBS
283,1,0,10000000.0,USD,CR,CBS
284,2,10000000,100000000.0,USD,CR,CBS
285,3,100000000,1000000000.0,USD,CR,CBS
286,4,1000000000,10000000000.0,USD,CR,CBS
287,5,10000000000,100000000000.0,USD,CR,CBS
288,6,100000000000,inf,USD,CR,CBS
289,1,0,10000000.0,USD,CU,CBS
290,2,10000000,100000000.0,USD,CU,CBS
291,3,100000000,1000000000.0,USD,CU,CBS
292,4,1000000000,10000000000.0,USD,CU,CBS
293,5,10000000000,100000000000.0,USD,CU,CBS
294,6,100000000000,inf,USD,CU,CBS
295,1,0,10000000.0,USD,CV,CBS
296,2,10000000,100000000.0,USD,CV,CBS
297,3,100000000,1000000000.0,USD,CV,CBS
298,4,1000000000,10000000000.0,USD,CV,CBS
299,5,10000000000,100000000000.0,USD,CV,CBS
300,6,100000000000,inf,USD,CV,CBS
301,1,0,10000000.0,USD,CW,CBS
302,2,10000000,100000000.0,USD,CW,CBS
303,3,100000000,1000000000.0,USD,CW,CBS
304,4,1000000000,10000000000.0,USD,CW,CBS
305,5,10000000000,100000000000.0,USD,CW,CBS
306,6,100000000000,inf,USD,CW,CBS
307,1,0,10000000.0,USD,CX,CBS
308,2,10000000,100000000.0,USD,CX,CBS
309,3,100000000,1000000000.0,USD,CX,CBS
310,4,1000000000,10000000000.0,USD,CX,CBS
311,5,10000000000,100000000000.0,USD,CX,CBS
312,6,100000000000,inf,USD,CX,CBS
313,1,0,10000000.0,USD,CY,CBS
314,2,10000000,100000000.0,USD,CY,CBS
315,3,100000000,1000000000.0,USD,CY,CBS
316,4,1000000000,10000000000.0,USD,CY,CBS
317,5,10000000000,100000000000.0,USD,CY,CBS
318,6,100000000000,inf,USD,CY,CBS
319,1,0,10000000.0,USD,CZ,CBS
320,2,10000000,100000000.0,USD,CZ,CBS
321,3,100000000,1000000000.0,USD,CZ,CBS
322,4,1000000000,10000000000.0,USD,CZ,CBS
323,5,10000000000,100000000000.0,USD,CZ,CBS
324,6,100000000000,inf,USD,CZ,CBS
325,1,0,10000000.0,USD,DE,CBS
326,2,10000000,100000000.0,USD,DE,CBS
327,3,100000000,1000000000.0,USD,DE,CBS
328,4,1000000000,10000000000.0,USD,DE,CBS
329,5,10000000000,100000000000.0,USD,DE,CBS
330,6,100000000000,inf,USD,DE,CBS
331,1,0,10000000.0,USD,DJ,CBS
332,2,10000000,100000000.0,USD,DJ,CBS
333,3,100000000,1000000000.0,USD,DJ,CBS
334,4,1000000000,10000000000.0,USD,DJ,CBS
335,5,10000000000,100000000000.0,USD,DJ,CBS
336,6,100000000000,inf,USD,DJ,CBS
337,1,0,10000000.0,USD,DK,CBS
338,2,10000000,100000000.0,USD,DK,CBS
339,3,100000000,1000000000.0,USD,DK,CBS
340,4,1000000000,10000000000.0,USD,DK,CBS
341,5,10000000000,100000000000.0,USD,DK,CBS
342,6,100000000000,inf,USD,DK,CBS
343,1,0,10000000.0,USD,DM,CBS
344,2,10000000,100000000.0,USD,DM,CBS
345,3,100000000,1000000000.0,USD,DM,CBS
346,4,1000000000,10000000000.0,USD,DM,CBS
347,5,10000000000,100000000000.0,USD,DM,CBS
348,6,100000000000,inf,USD,DM,CBS
349,1,0,10000000.0,USD,DO,CBS
350,2,10000000,100000000.0,USD,DO,CBS
351,3,100000000,1000000000.0,USD,DO,CBS
352,4,1000000000,10000000000.0,USD,DO,CBS
353,5,10000000000,100000000000.0,USD,DO,CBS
354,6,100000000000,inf,USD,DO,CBS
355,1,0,10000000.0,USD,DZ,CBS
356,2,10000000,100000000.0,USD,DZ,CBS
357,3,100000000,1000000000.0,USD,DZ,CBS
358,4,1000000000,10000000000.0,USD,DZ,CBS
359,5,10000000000,100000000000.0,USD,DZ,CBS
360,6,100000000000,inf,USD,DZ,CBS
361,1,0,10000000.0,USD,EC,CBS
362,2,10000000,100000000.0,USD,EC,CBS
363,3,100000000,1000000000.0,USD,EC,CBS
364,4,1000000000,10000000000.0,USD,EC,CBS
365,5,10000000000,100000000000.0,USD,EC,CBS
366,6,100000000000,inf,USD,EC,CBS
367,1,0,10000000.0,USD,EE,CBS
368,2,10000000,100000000.0,USD,EE,CBS
369,3,100000000,1000000000.0,USD,EE,CBS
370,4,1000000000,10000000000.0,USD,EE,CBS
371,5,10000000000,100000000000.0,USD,EE,CBS
372,6,100000000000,inf,USD,EE,CBS
373,1,0,10000000.0,USD,EG,CBS
374,2,10000000,100000000.0,USD,EG,CBS
375,3,100000000,1000000000.0,USD,EG,CBS
376,4,1000000000,10000000000.0,USD,EG,CBS
377,5,10000000000,100000000000.0,USD,EG,CBS
378,6,100000000000,inf,USD,EG,CBS
379,1,0,10000000.0,USD,EH,CBS
380,2,10000000,100000000.0,USD,EH,CBS
381,3,100000000,1000000000.0,USD,EH,CBS
382,4,1000000000,10000000000.0,USD,EH,CBS
383,5,10000000000,100000000000.0,USD,EH,CBS
384,6,100000000000,inf,USD,EH,CBS
385,1,0,10000000.0,USD,ER,CBS
386,2,10000000,100000000.0,USD,ER,CBS
387,3,100000000,1000000000.0,USD,ER,CBS
388,4,1000000000,10000000000.0,USD,ER,CBS
389,5,10000000000,100000000000.0,USD,ER,CBS
390,6,100000000000,inf,USD,ER,CBS
391,1,0,10000000.0,USD,ES,CBS
392,2,10000000,100000000.0,USD,ES,CBS
393,3,100000000,1000000000.0,USD,ES,CBS
394,4,1000000000,10000000000.0,USD,ES,CBS
395,5,10000000000,100000000000.0,USD,ES,CBS
396,6,100000000000,inf,USD,ES,CBS
397,1,0,10000000.0,USD,ET,CBS
398,2,10000000,100000000.0,USD,ET,CBS
399,3,100000000,1000000000.0,USD,ET,CBS
400,4,1000000000,10000000000.0,USD,ET,CBS
401,5,10000000000,100000000000.0,USD,ET,CBS
402,6,100000000000,inf,USD,ET,CBS
403,1,0,10000000.0,USD,FI,CBS
404,2,10000000,100000000.0,USD,FI,CBS
405,3,100000000,1000000000.0,USD,FI,CBS
406,4,1000000000,10000000000.0,USD,FI,CBS
407,5,10000000000,100000000000.0,USD,FI,CBS
408,6,100000000000,inf,USD,FI,CBS
409,1,0,10000000.0,USD,FJ,CBS
410,2,10000000,100000000.0,USD,FJ,CBS
411,3,100000000,1000000000.0,USD,FJ,CBS
412,4,1000000000,10000000000.0,USD,FJ,CBS
413,5,10000000000,100000000000.0,USD,FJ,CBS
414,6,100000000000,inf,USD,FJ,CBS
415,1,0,10000000.0,USD,FM,CBS
416,2,10000000,100000000.0,USD,FM,CBS
417,3,100000000,1000000000.0,USD,FM,CBS
418,4,1000000000,10000000000.0,USD,FM,CBS
419,5,10000000000,100000000000.0,USD,FM,CBS
420,6,100000000000,inf,USD,FM,CBS
421,1,0,10000000.0,USD,FO,CBS
422,2,10000000,100000000.0,USD,FO,CBS
423,3,100000000,1000000000.0,USD,FO,CBS
424,4,1000000000,10000000000.0,USD,FO,CBS
425,5,10000000000,100000000000.0,USD,FO,CBS
426,6,100000000000,inf,USD,FO,CBS
427,1,0,10000000.0,USD,FR,CBS
428,2,10000000,100000000.0,USD,FR,CBS
429,3,100000000,1000000000.0,USD,FR,CBS
430,4,1000000000,10000000000.0,USD,FR,CBS
431,5,10000000000,100000000000.0,USD,FR,CBS
432,6,100000000000,inf,USD,FR,CBS
433,1,0,10000000.0,USD,GA,CBS
434,2,10000000,100000000.0,USD,GA,CBS
435,3,100000000,1000000000.0,USD,GA,CBS
436,4,1000000000,10000000000.0,USD,GA,CBS
437,5,10000000000,100000000000.0,USD,GA,CBS
438,6,100000000000,inf,USD,GA,CBS
439,1,0,10000000.0,USD,GB,CBS
440,2,10000000,100000000.0,USD,GB,CBS
441,3,100000000,1000000000.0,USD,GB,CBS
442,4,1000000000,10000000000.0,USD,GB,CBS
443,5,10000000000,100000000000.0,USD,GB,CBS
444,6,100000000000,inf,USD,GB,CBS
445,1,0,10000000.0,USD,GD,CBS
446,2,10000000,100000000.0,USD,GD,CBS
447,3,100000000,1000000000.0,USD,GD,CBS
448,4,1000000000,10000000000.0,USD,GD,CBS
449,5,10000000000,100000000000.0,USD,GD,CBS
450,6,100000000000,inf,USD,GD,CBS
451,1,0,10000000.0,USD,GE,CBS
452,2,10000000,100000000.0,USD,GE,CBS
453,3,100000000,1000000000.0,USD,GE,CBS
454,4,1000000000,10000000000.0,USD,GE,CBS
455,5,10000000000,100000000000.0,USD,GE,CBS
456,6,100000000000,inf,USD,GE,CBS
457,1,0,10000000.0,USD,GF,CBS
458,2,10000000,100000000.0,USD,GF,CBS
459,3,100000000,1000000000.0,USD,GF,CBS
460,4,1000000000,10000000000.0,USD,GF,CBS
461,5,10000000000,100000000000.0,USD,GF,CBS
462,6,100000000000,inf,USD,GF,CBS
463,1,0,10000000.0,USD,GG,CBS
464,2,10000000,100000000.0,USD,GG,CBS
465,3,100000000,1000000000.0,USD,GG,CBS
466,4,1000000000,10000000000.0,USD,GG,CBS
467,5,10000000000,100000000000.0,USD,GG,CBS
468,6,100000000000,inf,USD,GG,CBS
469,1,0,10000000.0,USD,GH,CBS
470,2,10000000,100000000.0,USD,GH,CBS
471,3,100000000,1000000000.0,USD,GH,CBS
472,4,1000000000,10000000000.0,USD,GH,CBS
473,5,10000000000,100000000000.0,USD,GH,CBS
474,6,100000000000,inf,USD,GH,CBS
475,1,0,10000000.0,USD,GI,CBS
476,2,10000000,100000000.0,USD,GI,CBS
477,3,100000000,1000000000.0,USD,GI,CBS
478,4,1000000000,10000000000.0,USD,GI,CBS
479,5,10000000000,100000000000.0,USD,GI,CBS
480,6,100000000000,inf,USD,GI,CBS
481,1,0,10000000.0,USD,GL,CBS
482,2,10000000,100000000.0,USD,GL,CBS
483,3,100000000,1000000000.0,USD,GL,CBS
484,4,1000000000,10000000000.0,USD,GL,CBS
485,5,10000000000,100000000000.0,USD,GL,CBS
486,6,100000000000,inf,USD,GL,CBS
487,1,0,10000000.0,USD,GM,CBS
488,2,10000000,100000000.0,USD,GM,CBS
489,3,100000000,1000000000.0,USD,GM,CBS
490,4,1000000000,10000000000.0,USD,GM,CBS
491,5,10000000000,100000000000.0,USD,GM,CBS
492,6,100000000000,inf,USD,GM,CBS
493,1,0,10000000.0,USD,GN,CBS
494,2,10000000,100000000.0,USD,GN,CBS
495,3,100000000,1000000000.0,USD,GN,CBS
496,4,1000000000,10000000000.0,USD,GN,CBS
497,5,10000000000,100000000000.0,USD,GN,CBS
498,6,100000000000,inf,USD,GN,CBS
499,1,0,10000000.0,USD,GP,CBS
500,2,10000000,100000000.0,USD,GP,CBS
501,3,100000000,1000000000.0,USD,GP,CBS
502,4,1000000000,10000000000.0,USD,GP,CBS
503,5,10000000000,100000000000.0,USD,GP,CBS
504,6,100000000000,inf,USD,GP,CBS
505,1,0,10000000.0,USD,GQ,CBS
506,2,10000000,100000000.0,USD,GQ,CBS
507,3,100000000,1000000000.0,USD,GQ,CBS
508,4,1000000000,10000000000.0,USD,GQ,CBS
509,5,10000000000,100000000000.0,USD,GQ,CBS
510,6,100000000000,inf,USD,GQ,CBS
511,1,0,10000000.0,USD,GR,CBS
512,2,10000000,100000000.0,USD,GR,CBS
513,3,100000000,1000000000.0,USD,GR,CBS
514,4,1000000000,10000000000.0,USD,GR,CBS
515,5,10000000000,100000000000.0,USD,GR,CBS
516,6,100000000000,inf,USD,GR,CBS
517,1,0,10000000.0,USD,GT,CBS
518,2,10000000,100000000.0,USD,GT,CBS
519,3,100000000,1000000000.0,USD,GT,CBS
520,4,1000000000,10000000000.0,USD,GT,CBS
521,5,10000000000,100000000000.0,USD,GT,CBS
522,6,100000000000,inf,USD,GT,CBS
523,1,0,10000000.0,USD,GU,CBS
524,2,10000000,100000000.0,USD,GU,CBS
525,3,100000000,1000000000.0,USD,GU,CBS
526,4,1000000000,10000000000.0,USD,GU,CBS
527,5,10000000000,100000000000.0,USD,GU,CBS
528,6,100000000000,inf,USD,GU,CBS
529,1,0,10000000.0,USD,GW,CBS
530,2,10000000,100000000.0,USD,GW,CBS
531,3,100000000,1000000000.0,USD,GW,CBS
532,4,1000000000,10000000000.0,USD,GW,CBS
533,5,10000000000,100000000000.0,USD,GW,CBS
534,6,100000000000,inf,USD,GW,CBS
535,1,0,10000000.0,USD,GY,CBS
536,2,10000000,100000000.0,USD,GY,CBS
537,3,100000000,1000000000.0,USD,GY,CBS
538,4,1000000000,10000000000.0,USD,GY,CBS
539,5,10000000000,100000000000.0,USD,GY,CBS
540,6,100000000000,inf,USD,GY,CBS
541,1,0,10000000.0,USD,HK,CBS
542,2,10000000,100000000.0,USD,HK,CBS
543,3,100000000,1000000000.0,USD,HK,CBS
544,4,1000000000,10000000000.0,USD,HK,CBS
545,5,10000000000,100000000000.0,USD,HK,CBS
546,6,100000000000,inf,USD,HK,CBS
547,1,0,10000000.0,USD,HM,CBS
548,2,10000000,100000000.0,USD,HM,CBS
549,3,100000000,1000000000.0,USD,HM,CBS
550,4,1000000000,10000000000.0,USD,HM,CBS
551,5,10000000000,100000000000.0,USD,HM,CBS
552,6,100000000000,inf,USD,HM,CBS
553,1,0,10000000.0,USD,HN,CBS
554,2,10000000,100000000.0,USD,HN,CBS
555,3,100000000,1000000000.0,USD,HN,CBS
556,4,1000000000,10000000000.0,USD,HN,CBS
557,5,10000000000,100000000000.0,USD,HN,CBS
558,6,100000000000,inf,USD,HN,CBS
559,1,0,10000000.0,USD,HR,CBS
560,2,10000000,100000000.0,USD,HR,CBS
561,3,100000000,1000000000.0,USD,HR,CBS
562,4,1000000000,10000000000.0,USD,HR,CBS
563,5,10000000000,100000000000.0,USD,HR,CBS
564,6,100000000000,inf,USD,HR,CBS
565,1,0,10000000.0,USD,HT,CBS
566,2,10000000,100000000.0,USD,HT,CBS
567,3,100000000,1000000000.0,USD,HT,CBS
568,4,1000000000,10000000000.0,USD,HT,CBS
569,5,10000000000,100000000000.0,USD,HT,CBS
570,6,100000000000,inf,USD,HT,CBS
571,1,0,10000000.0,USD,HU,CBS
572,2,10000000,100000000.0,USD,HU,CBS
573,3,100000000,1000000000.0,USD,HU,CBS
